V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
1	0.996669111794828	0.680329028175022	0.971037709022314	0.950248493615616	0.853491230619982	0.736933599476976	0.924153452871346	0.922579084856841	0.919737990515666	0.906601809065756	0.880642838571806	0.821183343859745	0.740967532726167	0.626892190596575
2	0.988786903742506	0.919172751439269	0.977812512944843	0.981949044877166	0.928954389533167	0.978091403040981	0.9783123958803	0.977058951853509	0.976435090582793	0.976674456562871	0.977192298495948	0.976292166959522	0.97407166654342	0.969855620424469
3	0.996462971372866	0.742907919843077	0.988599789273737	0.989669195121388	0.991176196546428	0.978089605390237	0.930597780976827	0.86208275162214	0.765692349710522	0.577161787110379	0.483765706684411	0.52413320482752	0.482093837364211	0.707333700370412
4	0.988939977100633	0.926107159090714	0.979267369782377	0.984155219455386	0.932276239508833	0.978853112938611	0.978842621616407	0.977432756330069	0.976915881758731	0.976926289565056	0.977536417598842	0.976657894214262	0.974463506750323	0.970144794952428
5	0.988678577466309	0.915329857321718	0.979032235246326	0.984285599476514	0.932771706388341	0.978697109778127	0.978931467288946	0.977145170559808	0.97683873536559	0.976779082574383	0.97707643055411	0.976279253031122	0.973966792688975	0.969064146088866
6	0.988689911363224	0.918278402529603	0.979265045913011	0.982610683531439	0.930075811549681	0.97769514341772	0.977917270431195	0.976445760240236	0.975899244297405	0.975945336548345	0.976119495271458	0.975661942536631	0.973726342024038	0.96877542157322
7	0.989211549559137	0.992264314059048	0.991722905010568	0.941131190398231	0.758102841276553	0.555380196724227	0.389021960382263	0.313047136864468	0.748966620789408	0.71290388851083	0.684104242832327	0.963765782453293	0.977009230446488	0.97997008762298
8	0.98852453636587	0.992127884516864	0.991259714692331	0.939994751026917	0.767925276933804	0.597954810728916	0.459074926316286	0.375974777768482	0.707646827946725	0.679384561919424	0.663646525270882	0.960497052800345	0.971593932555699	0.972347313859153
9	0.988548038231943	0.992271107378112	0.991646597519172	0.962806397853568	0.901134989457662	0.86738967964954	0.822821872533555	0.78002306703532	0.827509777174212	0.812523250107804	0.795221934917607	0.714359468915733	0.829662517938347	0.6951680028125
10	0.988898700694331	0.991587834346598	0.991378794077992	0.946412642148871	0.850325610322668	0.80887986079126	0.749844296765784	0.675749285754095	0.562995654997037	0.5049763072065	0.431789178281544	0.398522480271972	0.613323914350115	0.272265016935561
11	0.989273626399178	0.285177597433203	0.38772071066579	0.795669524062935	0.839096828666023	0.884125583171247	0.869485261875339	0.843339403730345	0.858070487747918	0.810764690262101	0.76068529206914	0.599343327990719	0.581208533429289	0.145606176942136
12	0.988774488309418	0.970385147949294	0.943493344619114	0.869353213478923	0.892802269641241	0.920601970720617	0.888331533570846	0.860233789373503	0.875823206884298	0.829004023169269	0.78120606946239	0.633224352538901	0.620652126772797	0.239431617547466
13	0.98867641229503	0.920003218991384	0.977564039790516	0.984219106575408	0.932699566554407	0.978851774383325	0.979068258604967	0.978099584535227	0.977840189623314	0.978061224787163	0.978528158235322	0.97781355556717	0.976306035404184	0.971903900708286
14	0.996622380643841	0.682384222421787	0.968760407960147	0.947846457371009	0.857176335471456	0.745667796843802	0.88415638619619	0.851209218595957	0.801864772488718	0.770569134367488	0.741841739509557	0.706630323236059	0.651298341941349	0.600862900275161
15	0.163392727589721	0.160376306759088	0.987750357906581	0.988752840814555	0.984360282114486	0.975309365130252	0.927943484294993	0.838641221819716	0.660994177529981	0.32785492068971	0.824861811745346	0.859686120037753	0.86546093289067	0.867883672747077
16	0.143559525622814	0.175460121445894	0.987525333044124	0.989618808488141	0.985968108874261	0.977249489059076	0.930862905865068	0.833377043304785	0.654048710001682	0.319422451418258	0.815385353131465	0.849957425112703	0.858047335424231	0.862039465633834
17	0.996508086702489	0.739795260951483	0.98895572716303	0.990362071497725	0.991636014790345	0.982596686314989	0.956042777084871	0.91041369723927	0.833738885608463	0.651005060923526	0.676244023138341	0.645772216818092	0.604219042727982	0.78186846648385
18	0.988372637212334	0.912934727083296	0.978149456296701	0.983010559071405	0.932384741792018	0.977469435496165	0.977825280841837	0.976228816823082	0.976161096370597	0.976345859001756	0.9768337525103	0.976134051066992	0.973860563841844	0.968909328461588
19	0.988791558172637	0.992661118981989	0.992048192624158	0.96170804916246	0.900625538209014	0.867052412944471	0.823205966928312	0.766887972930667	0.737985084826621	0.721112471388422	0.70141359977451	0.67564776132508	0.575242885276933	0.656823612890021
20	0.988575541383911	0.992377539222335	0.991723082195114	0.961841386293252	0.894839664135757	0.862872295036933	0.820372785625295	0.771298708418871	0.816181294188427	0.719840710405005	0.497423128292895	0.233238305280026	1	1
21	0.988803828975027	0.985759727036294	0.981509180407737	0.936561006009989	0.821556962666761	0.734190543328533	0.68938368974274	0.675975600294531	0.67822338061708	0.673466191742195	0.666052150675764	0.644807337945166	0.563574898191379	0.641730978433215
22	0.989039723164674	0.992460342942363	0.991008460783743	0.959473505960104	0.889650412258708	0.862186142546895	0.817750850962983	0.778879685096376	0.833845115405794	0.819142261366799	0.800300262677189	0.720968356900676	0.843066457365507	0.699988427967507
23	0.996493915750386	0.683858315889259	0.969438478413666	0.947693726354257	0.8595058329983	0.750856546796183	0.914157751441678	0.905812953036057	0.899988704537259	0.890077703003754	0.879014499289756	0.855760003961941	0.818864611866011	0.767643777779113
24	0.988662050848512	0.921771579415905	0.978533322555793	0.984714679923829	0.931520377264082	0.979789941425476	0.979502359949586	0.978583335303068	0.978120846319447	0.978085758131054	0.978416987450031	0.978095500779368	0.975876511062985	0.970508007989343
25	0.988812476200696	0.923222549315683	0.977453642732222	0.985033964249085	0.933153960794498	0.9803574975065	0.979990035282385	0.978369034722795	0.977976168848499	0.978005942367776	0.978195745809377	0.977721288824139	0.975591699805368	0.970070557950832
26	0.988714795483029	0.922862731023987	0.977990595724692	0.98413188618447	0.930726342863815	0.980453258449829	0.980361937707909	0.978842528209636	0.97852849546657	0.978667346955155	0.979101045767201	0.978144085669682	0.975809982301783	0.970726005448091
27	0.98857136574328	0.923616637644566	0.976679269175274	0.984494651608847	0.927983455313435	0.979041441889289	0.97901224647559	0.977786404405071	0.977546121754584	0.977641206718631	0.978021397936391	0.977334505616573	0.976204690313814	0.970703574059593
28	0.988440564340472	0.983925551697056	0.977356002998573	0.842503042578787	0.74543251410736	0.476621289148432	-0.00688537774317201	0.840301393878713	0.909108291733849	0.946547874978903	0.961960493574567	0.976960771694705	0.984687656255135	0.991242730755111
29	0.988600636192722	0.820100134962369	0.863567989216705	0.868496885797197	0.763827937491319	0.628573872275733	-0.344429305675143	0.673451064607102	0.808718929576037	0.890921929945725	0.918347868738151	0.945354640641584	0.967060955137232	0.986331613325337
30	0.988954554526208	0.992595670227704	0.991789141014004	0.949837916993915	0.84779899650701	0.807561434568891	0.747166846895556	0.694912035645365	0.651347325074847	0.615683895636593	0.582250059555572	0.391124078759715	0.525555115359486	0.402090825609808
31	0.988845486075103	0.992113956589602	0.991535622193722	0.937851957921521	0.860566071920271	0.840526295746138	0.801357177994626	0.75904456718298	0.818623835487179	0.801073971447613	0.784921914684105	0.697491664310054	0.828851544198446	0.681097736361546
32	0.988627411098489	0.992245675723099	0.992202053351232	0.941725761243519	0.772005187497642	0.58804191462921	0.418336669228996	0.305919572700216	0.77200459820868	0.749876692171953	0.722186054587227	0.802203081110011	0.881160671815121	0.882971611460272
33	0.988917534305909	0.991965420251455	0.991711952530226	0.96010200820476	0.89143352448356	0.857472651123363	0.813959129519669	0.77179479563163	0.825973066583574	0.807730845686129	0.786139209062827	0.699258004672023	0.833860465996588	0.692442130784989
34	0.989001641946137	0.991871259104513	0.991494300817106	0.883470413390725	0.836993972302723	0.812212425725711	0.737616147667179	0.641860731262151	0.458947826744294	0.356540779069283	0.231791012843806	-0.19501866438852	0.588408300577492	0.548007869370429
35	0.996549067509338	0.712567954192365	0.457600849661423	0.439662591252205	0.502622304155581	0.544725355317628	0.84923574681606	0.873882234093713	0.884433829519079	0.880036417490787	0.874425520466795	0.84465267898034	0.801422363187441	0.742355606976025
36	0.99684483892502	0.68863496438621	0.969939964322578	0.949857592456007	0.855673317817972	0.747633937319339	0.927442708317465	0.924331111644487	0.920897975489319	0.909571650571051	0.888609551200081	0.838743591070894	0.779544668581588	0.697512797237427
37	0.996668255174704	0.748625692685525	0.988948195201959	0.989555303322039	0.989218697554565	0.969751457059746	0.910308202884597	0.818868645408106	0.703934129322174	0.553312943721205	0.532196230403265	0.500627598757983	0.461151869228747	0.947614564349569
38	0.996480797038082	0.738145173323792	0.988847776946531	0.989179619732267	0.989981744821047	0.979253097206205	0.932262777139009	0.860898656599358	0.761867107316248	0.578382707760624	0.458556858031962	0.507980172439533	0.470593731562272	0.702649791393225
39	0.996484403251338	0.744402739881063	0.988670836370859	0.989617694324915	0.990170791817078	0.977575610145114	0.930386008877948	0.856687924402957	0.747063381706353	0.554069845329114	0.42069696217185	0.479018662021715	0.442252423545067	0.663345029410303
40	0.98859341754498	0.871181862146885	0.894878633632475	0.688466778358251	0.49979647812218	0.326951205209588	0.492722672173036	0.686367480501721	0.747156864559681	0.784195064531974	0.810375709207486	0.829518944372758	0.853064968711529	0.872070126452684
41	0.996520911667899	0.744167303295024	0.988813026909204	0.989219099310545	0.991045630221285	0.983024562138419	0.956329132201874	0.911076000864168	0.834787234231035	0.657779260643365	0.669009641084253	0.636130373998923	0.594031647095028	0.782662082800037
42	0.996522613067871	0.746099120362898	0.98848722375102	0.989037656469459	0.991121692111066	0.982766641350486	0.953355432012839	0.904414215911305	0.833156025478387	0.649767015425401	0.667959563106839	0.639110466699266	0.604893796830379	0.78287997600737
43	0.988922046027686	0.99247845547323	0.991661203348315	0.941948631282789	0.864053025827907	0.835531779742988	0.767307361918296	0.696954211144487	0.716754484467472	0.658494739506511	0.602694763499837	0.146404103981527	0.431435074567329	0.39325953265357
44	0.988894337995928	0.991823945062362	0.99120501004909	0.8594287795913	0.863007110874851	0.911431892725605	0.907674249298341	0.896465301146936	0.935995309274605	0.926515341915431	0.916239614380522	0.900487163810635	0.86909311308298	0.826146858019552
45	0.988671054054741	0.991890445885755	0.991602232807747	0.961420241908593	0.897727976616807	0.863686848951468	0.821391084645045	0.770876219256896	0.748646129245466	0.731050345265365	0.71315533685354	0.683890165367952	0.618438969668869	0.671166342665471
46	0.987939521570557	0.99916915930674	0.997917680791173	0.985417883689047	0.94234824655929	0.91703870547572	0.873702120337186	0.829588046978969	0.888159211059772	0.864534507663157	0.843379879722707	0.776608933019544	0.893882874398609	0.766020122422409
47	0.988874125676067	0.992643014037678	0.991990714393512	0.946788580675114	0.779243179772943	0.605045640379416	0.441885178743584	0.3332714375374	0.67141383781996	0.594509261903439	0.522753228035259	-0.262471917576837	0.473388855770124	-0.0992475918075139
48	0.98876217226254	0.991932172210692	0.991714609116381	0.945901561633559	0.857008489313323	0.816316074598529	0.749662539967454	0.678917134959972	0.563458389586231	0.504952661701652	0.441271372953184	0.41543387411464	0.602490562953487	0.281179177188758
49	0.988846021992491	0.99175531035207	0.991575062880835	0.960663614880762	0.895785259525123	0.86208669048384	0.821564501751924	0.755368504586878	0.719192073162989	0.70006851549073	0.683119810537891	0.662097030261206	0.52517277013236	0.64560313701975
50	0.988921535250572	0.991889233792652	0.991848268489899	0.963663227629219	0.899707068272049	0.868619199957207	0.829196905279411	0.773578031892394	0.768271573608356	0.749585938825472	0.728222438222526	0.693526536565246	0.666971759150717	0.684188892698526
51	0.988729184017244	0.992364396710106	0.991507245640239	0.961844680575898	0.892199402242202	0.8576589443329	0.813025659854982	0.769914575218561	0.824388301101445	0.806651584468702	0.784181731967388	0.696668873365722	0.828415632892387	0.685923771062457
52	0.988874302557116	0.991696428404423	0.991285462246679	0.958033962614171	0.889135024143903	0.851865417952963	0.810911542001121	0.764016051759341	0.821638760251709	0.800374932903142	0.782717124861029	0.694705948325423	0.828708131357865	0.685838518104991
53	0.98872126618807	0.992429830204456	0.991882945058144	0.961096097880156	0.899248133366228	0.865128598304064	0.822950416586003	0.781224723935801	0.833432191159753	0.818739556030958	0.797423000016441	0.716781884806246	0.841202550452198	0.707551379478313
54	0.98908335582442	0.991852057150097	0.991090466863852	0.961843143761467	0.897146650663922	0.869748141980824	0.825632727625575	0.778628746854286	0.766689180919809	0.746875981705253	0.727548590542253	0.694111977605008	0.638407623738571	0.684703861214092
55	0.988611880624005	0.991742073584389	0.991403391266241	0.961611626810226	0.89723192899677	0.866972792081536	0.829068388796031	0.770790969971359	0.752230208130011	0.737491394362722	0.720649075753946	0.689724112680484	0.627396178480345	0.681764932334774
56	0.988539552017853	0.991637041097786	0.991189089287327	0.95870772275391	0.888791494237508	0.854368054074989	0.813718759312488	0.772068652277292	0.821943990345229	0.806417242327064	0.785803224319222	0.698096317310789	0.832131392927088	0.6887740038571
57	0.988225942484924	0.991749079146094	0.991421785465045	0.957860535425226	0.88615725415407	0.85169282326307	0.80784068725151	0.763231389468983	0.819278147398958	0.800058543320528	0.778892052370372	0.693008096446185	0.82875117308851	0.68773166389012
58	0.988828087101663	0.991885086573786	0.991451637137371	0.961710620542078	0.889251548938112	0.853166320310575	0.813471626463845	0.767887957332398	0.817640148391489	0.79615081141734	0.7732043511321	0.683612016185489	0.80860943357596	0.680249119157535
59	0.988831337529867	0.991846868702595	0.991505751684614	0.96426112211376	0.900055237590398	0.873363005278346	0.832317973349936	0.782464545433944	0.785720409369095	0.766480477718273	0.741573586894408	0.70433261259152	0.69775872399744	0.701196309151122
60	0.98873723786621	0.991890790643671	0.991249277087137	0.962283190280628	0.89913396356249	0.865897684668757	0.821822857971319	0.763699333778391	0.731695486744787	0.707930570460772	0.6854083112499	0.663627501570341	0.527731988953651	0.6441730460111
61	0.988465615633786	0.992680218021133	0.99203721201524	0.960080343733727	0.894688482373509	0.86499861500485	0.824231237780184	0.768891940186627	0.751389590825068	0.73514575638875	0.714520462971524	0.682634175270345	0.617483957254834	0.680200581082169
62	0.988717556101306	0.992523180379318	0.991785197816689	0.960869739743486	0.893399563655024	0.863740683796779	0.825740602753019	0.778647958045161	0.83308583569511	0.815965766469976	0.793865276036309	0.71272160116394	0.842867285499067	0.703740640395751
63	0.98858247097027	0.992218121060353	0.991637010255569	0.959466514726527	0.887094473887072	0.846843216803384	0.805556712577586	0.763858553010881	0.817383397232308	0.796375649579682	0.777626804619307	0.686438405025647	0.821842841593984	0.681208956037715
64	0.988662845567851	0.992562515614875	0.991723667133641	0.962735429388906	0.893807103811304	0.859257277037767	0.819215045113603	0.776893344602728	0.831164699662881	0.814110655240439	0.791036068650194	0.704763760187559	0.803675231996159	0.595048151154305
65	0.988402859173525	0.992064930775462	0.991780963241226	0.962601121050017	0.89781945117146	0.867976034388159	0.824993575519921	0.782560989793857	0.833309816644287	0.815025616957672	0.794431146195872	0.7083702547175	0.809308071189623	0.593959175501361
66	0.988923293439046	0.99259016486358	0.991803543185821	0.961455872351693	0.89154395425957	0.856559635993407	0.791972482508148	0.720896641063325	0.721876304599903	0.666149133152016	0.601697800417924	0.360463574808012	-0.0656794681322754	0.33356290630909
67	0.988640075336219	0.992312671072802	0.991429867267679	0.958703043165904	0.897406142086323	0.863382656799847	0.821016373741582	0.763681890756208	0.737912920299088	0.717697344250187	0.702561209125853	0.678808433727515	0.603359198435618	0.672643944956084
