Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	phosphoprotein	112	52.093023255813954	1.6960847206558766E-5	CTDSPL, PLEKHM1, PPP2R5A, XPO4, RBM3, GNA12, ITPKB, AMOTL1, RNF213, AMOTL2, GAB1, RBMS2, PAG1, CASKIN2, C20ORF112, EFNB1, ZHX3, RIC8B, MYH9, C14ORF43, PTPRO, TATDN2, PPARGC1B, DCLRE1B, LRCH1, RCC2, RASGRF1, TANC2, IGSF3, VAMP2, UNC13B, SUPT6H, C9ORF25, CAV1, SLC38A7, BMPR2, AKAP13, CDC37, SRC, TAL2, PEA15, C1ORF128, GPR158, TBC1D2B, HTT, SMAD7, TGFBR2, ARPP19, MYO1F, KCTD5, WIPI2, DAGLB, NMT1, NOTCH2, NOTCH1, LASP1, IKBKG, ZIC5, SMCR7L, KIAA0355, NCOR2, PIP4K2B, SGPP1, MLPH, TENC1, MBP, CD97, EFHD2, SEMA3G, PAK4, SNPH, CAP1, TNIP2, KIAA0427, PSMD9, ANKS1A, ZNF282, FOXJ2, PRKCH, MBD3, ARHGEF12, ELMO1, ARHGAP30, MAST3, SENP3, RAB11FIP2, MAP3K15, SEMA4G, FRMD4A, TSTD2, RAP1GAP, ABCD1, CTNND2, C3ORF63, C2ORF18, RAB43, CENPB, PLCD3, PLEKHO2, MTMR9, PER3, GEMIN5, PTPRB, C1ORF21, TMBIM1, ANXA5, ZNF358, ATXN7L3, RASSF5, RPS6KA4, VPS24, TCEB3	215	7263	19235	1.3796080164196356	0.004585881161275229	0.004585881161275229	0.022310869276653822
GOTERM_BP_FAT	GO:0007242~intracellular signaling cascade	32	14.883720930232558	8.619269685448004E-5	CALCR, ADCY1, CAV1, PLEKHM1, MRAS, GNA12, AKAP13, ITPKB, TLR4, TENC1, SRC, RGS11, NOD1, RAB43, GAB1, PLCD3, RAPGEF5, TNIP2, PAG1, ARHGEF3, SMAD7, RXRA, PRKCH, ARHGEF12, TMPRSS6, PPARGC1B, ELMO1, RASSF5, RPS6KA4, RASGRF1, IKBKG, UNC13B	164	1256	13528	2.1016001242814975	0.12980226539701156	0.12980226539701156	0.14437216725262658
GOTERM_BP_FAT	GO:0043065~positive regulation of apoptosis	16	7.441860465116279	2.1849971928851008E-4	ARHGEF3, HTT, RXRA, ADAMTSL4, AKAP13, TLR4, ARHGEF12, SRC, PLAGL1, NOTCH2, NOTCH1, NOD1, RASGRF1, IKBKG, SMPD1, UNC13B	164	430	13528	3.069313669880885	0.2970563570233643	0.16158265584696085	0.365604220933069
GOTERM_BP_FAT	GO:0043068~positive regulation of programmed cell death	16	7.441860465116279	2.3548466865115191E-4	ARHGEF3, HTT, RXRA, ADAMTSL4, AKAP13, TLR4, ARHGEF12, SRC, PLAGL1, NOTCH2, NOTCH1, NOD1, RASGRF1, IKBKG, SMPD1, UNC13B	164	433	13528	3.0480482172027266	0.3160575486994439	0.11893789943596755	0.3939715395478216
GOTERM_BP_FAT	GO:0010942~positive regulation of cell death	16	7.441860465116279	2.474328690298263E-4	ARHGEF3, HTT, RXRA, ADAMTSL4, AKAP13, TLR4, ARHGEF12, SRC, PLAGL1, NOTCH2, NOTCH1, NOD1, RASGRF1, IKBKG, SMPD1, UNC13B	164	435	13528	3.03403420241099	0.3291157108500249	0.09497222990507936	0.4139222092803374
GOTERM_BP_FAT	GO:0051241~negative regulation of multicellular organismal process	9	4.186046511627907	8.322877029431783E-4	CAV1, NOTCH1, VEGFA, TGFBR2, BMPR2, ANXA5, FKBP1B, TMPRSS6, GIMAP1	164	164	13528	4.526769779892921	0.7389488828915743	0.23555699468061242	1.3859107280762673
GOTERM_CC_FAT	GO:0044459~plasma membrane part	41	19.069767441860467	0.0010367446825122657	CALCR, ITGAL, CAV1, MRAS, BMPR2, CTNND2, TLR4, AMOTL1, AMOTL2, TENC1, SRC, SIRPB1, SLCO2A1, MBP, CD97, SLC2A8, RGS11, AP1S2, RAB43, SNPH, HLA-DPB1, SLC31A2, KLRD1, GPIHBP1, PARVG, PTPRB, PARD6B, SMAD7, PODXL, EFNB1, TGFBR2, MYH9, KCTD5, FZD5, PTPRO, KCNK3, NOTCH2, LASP1, CX3CR1, VAMP2, UNC13B	145	2203	12782	1.6405904174558203	0.22762364094983634	0.22762364094983634	1.3376524194885664
GOTERM_CC_FAT	GO:0045121~membrane raft	8	3.7209302325581395	0.0011631842517951358	EFHD2, CAV1, EFNB1, TGFBR2, BMPR2, TLR4, SRC, PAG1	145	143	12782	4.931564986737401	0.2515878556556098	0.13489183084172063	1.4996553464938667
INTERPRO	IPR002219:Protein kinase C-like, phorbol ester/diacylglycerol binding	6	2.7906976744186047	0.0012258736577647458	RASSF5, PLEKHM1, AKAP13, PRKCH, UNC13B, TENC1	200	67	16659	7.459253731343284	0.4263073172509818	0.4263073172509818	1.7267792828392747
GOTERM_MF_FAT	GO:0019992~diacylglycerol binding	6	2.7906976744186047	0.0012939406379998677	RASSF5, PLEKHM1, AKAP13, PRKCH, UNC13B, TENC1	156	68	12983	7.343325791855204	0.39490757183125114	0.39490757183125114	1.781891269692537
