"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255"
"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0.893682588597843,0,0,0.00156739811912226,0,0,0,0,0,0.947683109118087,0,0,0,0,0,0,0,0,0,0,0,0.921212121212121,0.990811638591118,0.00788643533123028,0,0,0,0.0015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971036585365854,0,0.0296411856474259,0,0.95,0,0.955752212389381,0,0,0,0,0,0.969558599695586,0,0.00771604938271605,0.00594353640416048,0.00740740740740741,0.00153374233128834,0.00150375939849624,0,0,0,0,0,0.962006079027356,0.985691573926868,0,0,0,0.70499243570348,0,0.00150829562594268,0,0,0,0,0,0.136570561456753,0.127527216174184,0.113737075332349,0.132730015082956,0.126959247648903,0.117274167987322,0.124242424242424,0.0913312693498452,0.120426829268293,0.0835866261398176,0.121481481481481,0,0.0690184049079755,0,0,0.846846846846847,0.674311926605505,0,0,0,0,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0.993690851735016,0,0.958268933539413,0,0.00151057401812689,0.00154798761609907,0.00455235204855842,0,0.408256880733945,0,0,0.992331288343558,0.0062111801242236,0.00602409638554217,0.963691376701967,0,0,0,0,0,0,0.998397435897436,0,0,0.00157728706624606,0,0,0.182945736434109,0.963020030816641,0.738998482549317,0,0,0,0.00152905198776758,0,0.00153846153846154,0,0.00625,0,0.207153502235469,0,0,0,0,0.950375939849624,0.430534351145038,0,0.00749625187406297,0.0015600624024961,0.201267828843106,0.954258675078864,0.995260663507109,0.98297213622291,0,0,0.419811320754717,0.139393939393939,0,0.0496124031007752,0,0,0,0.990610328638498,0.990881458966565,0.0015625,0.00152671755725191,0,0.00766871165644172,0.00458715596330275,0.0046801872074883,0.00777604976671851,0,0.990668740279938,0,0,0,0,0,0,0,0
"2",0,1,0,1,1,1,0,0,0,0,0.0109375,0.00160771704180064,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0.00158982511923688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105845181674566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.344287949921753,0,0,0,0.152487961476726,0.128617363344051,0.00631911532385466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.128038897893031,0.120967741935484,0,0,0,0,0,0,0,0,0,0,0,0.0528,0,0,0,0,0,0,0.572347266881029,1,1,0,0,0,0,1,1,1,0.00164744645799012,0,0,0,0,0,0,0,0.161184210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349206349206349,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0.0870917573872473,0.965996908809892,0.96551724137931,0.901587301587302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031201248049922,0,0.712218649517685,1,1,0,0.904,0.902627511591963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907643312101911,0.0470219435736677,0,0,0,0,0,0,0,1,0.0125195618153365,0,0.706349206349206,0.703363914373089,0.706708268330733,0.9015625,0.895295902883156,0,0,0,0,1,0,0,0,0,0,0,1,0.993779160186625,0,0.905426356589147,0.901743264659271,0.901869158878505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.147058823529412,0.0319488817891374,1,0,0,0,0,0,0,0,0,0,0,0.908227848101266,0,0.907012195121951,0.712025316455696,0,0,0,0,0,0.884375,0.911949685534591,0.728706624605678,0.00158227848101266,0,0,0,0,0.711356466876972,0.718944099378882,0,0,0,0,0,1,0.903225806451613,0,0,0.0932475884244373,0.899022801302932,0.179407176287051,0,0,0,0,0,0,0.915857605177994,0.825545171339564,0.823622047244094,0.820472440944882,0.92443729903537,0.726698262243286,0.921752738654147,0,0,0.924050632911392,0,0.916932907348243,0,0,0,0.715170278637771,0.898387096774194,0,0,0,0,0,0,0,0.00625978090766823,0,0.796557120500782,0,0,0,0,0,0.904,0.908242612752722,0.905572755417957,0.7171875,0.709627329192547,0.715421303656598,0.710280373831776,1,0,0,0,0,0,0,0,0,0
"4",0,1,0,1,1,1,0,0,0,0,0.00890207715133531,0.00152439024390244,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0.0015015015015015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896656534954407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.353982300884956,0,0,0,0.153609831029186,0.12962962962963,0.00455235204855842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.132398753894081,0.121538461538462,0,0,0,0,0,0,0,0,0,0,0,0.0511278195488722,0,0,0,0,0,0,0.5790273556231,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.161741835147745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305343511450382,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5",0,1,0,1,1,1,0,0,0,0,0.00594353640416048,0.00152905198776758,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0.00150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113323124042879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.361607142857143,0,0,0,0.158950617283951,0.136434108527132,0.00758725341426404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.138845553822153,0.129082426127527,0,0,0,0,0,0,0,0,0,0,0,0.0584615384615385,0,0,0,0,0,0,0.576923076923077,1,1,0,0,0,0,1,1,1,0.00158227848101266,0,0,0,0,0,0,0,0.162460567823344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367534456355283,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6",0,1,0,1,1,1,0,0,0,0,0.0107858243451464,0.00156739811912226,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122291021671827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.361861861861862,0,0,0,0.157728706624606,0.125596184419714,0.00777604976671851,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.134281200631912,0.122222222222222,0,0,0,0,0,0,0,0,0,0,0,0.0565149136577708,0,0,0,0,0,0,0.563076923076923,1,1,0,0,0,0,1,1,1,0.00160513643659711,0,0,0,0,0,0,0,0.156299840510367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389408099688473,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,1,0.993690851735016,0.26355421686747,0.339712918660287,0.00757575757575758,0,0,0,0,0,0,0,0.346504559270517,0.24390243902439,0.343213728549142,0.258481421647819,0,0,0,0,0,0.0590979782270607,0.164383561643836,0.419906687402799,0.253435114503817,0.887345679012346,0.262518968133536,0.238461538461538,0,0,0,0,0,0.0850393700787402,0,0,0.196513470681458,0,0.359208523592085,0.310236220472441,0.808641975308642,0.355126300148588,0.355769230769231,0.347692307692308,0.251602564102564,0.235109717868339,0.269413629160063,0.347758887171561,0.36,0.270353302611367,0.246951219512195,0.252764612954186,0.342105263157895,0.345454545454545,0.342948717948718,0.262658227848101,0.260096930533118,0.259938837920489,0.272870662460568,0.202265372168285,0.33495145631068,0.263406940063092,0.245283018867925,0.2352,0.301857585139319,0.295886075949367,0.285046728971963,0.348242811501597,0.288135593220339,0.323343848580442,0.262090483619345,0.267295597484277,0.248847926267281,0.323151125401929,0.353125,0.3046875,0.292527821939587,0.335403726708075,0.263565891472868,0.24537037037037,0.334876543209877,0.263239875389408,0.301127214170692,0.248447204968944,0.260670731707317,0.258914728682171,0.262090483619345,0.294298921417565,0.269230769230769,0.341576506955178,0.263242375601926,0.711180124223602,0.254601226993865,0.238021638330757,0.333860759493671,0.252351097178683,0.0707547169811321,0.345794392523364,0,0.0620031796502385,0,0.0518053375196232,0,0.0185471406491499,0,0.262578616352201,0.258012820512821,0.284565916398714,0.255520504731861,0,0,0,0,0,0,0,0,0.428134556574924,0.653061224489796,0.285276073619632,0,0,0,0,0,0,0.0296875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992283950617284,0,0.352760736196319,0.988941548183254,0,0,0,0,0.216981132075472,0.0429936305732484,0,0,0.0571428571428571,0.0488188976377953,0.0514372163388805,0.336973478939158,0.0078003120124805,0,0.29393468118196,0,0,0.244548286604361,0,0.0782472613458529,0,0.020440251572327,0,0,0,0.0216383307573416,0,0,0,0,0,0,0,0,0,0,0.266025641025641,0,0,0,0.259026687598116,0.00637958532695375,0,0,0,0,0,0,0.338582677165354,0.884735202492212,0,0,0,0,0,0,0,0,0.248466257668712,0,0,0,0,0,0.0721966205837174,0,0,0,0,0,0,0,0,0,0,0.342146189735614,0,0.255700325732899,0.948757763975155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0.993690851735016,1,0.348837209302326,0.412903225806452,0.00770416024653313,0,0,0,0,0,0,0,0.442724458204334,0.313755795981453,0.431089743589744,0.345718901453958,0,0,0,0,0,0.0759493670886076,0.196261682242991,0.478468899521531,0.331288343558282,0.857142857142857,0.338028169014085,0.309486780715397,0,0,0,0,0,0.0741935483870968,0,0,0.258899676375405,0,0.458074534161491,0.399030694668821,0.791469194312796,0.422427035330261,0.454098360655738,0.4453125,0.33063209076175,0.312796208530806,0.351219512195122,0.4421875,0.450479233226837,0.340694006309148,0.327613104524181,0.338141025641026,0.429467084639498,0.438948995363215,0.452922077922078,0.3296,0.33768352365416,0.339089481946625,0.342356687898089,0.254071661237785,0.436392914653784,0.323577235772358,0.3152,0.309446254071661,0.364951768488746,0.363924050632911,0.353968253968254,0.455271565495208,0.360576923076923,0.437001594896332,0.335949764521193,0.340255591054313,0.323574730354391,0.424793388429752,0.461290322580645,0.366826156299841,0.369706840390879,0.443910256410256,0.329011345218801,0.325984251968504,0.424679487179487,0.330128205128205,0.387254901960784,0.313408723747981,0.3359375,0.32755905511811,0.340288924558588,0.369668246445498,0.333333333333333,0.421974522292994,0.330578512396694,0.700159489633174,0.322932917316693,0.312101910828025,0.445705024311183,0.323809523809524,0.10126582278481,0.441786283891547,0,0.0992,0,0.0647709320695103,0,0.0174880763116057,0,0.328925619834711,0.333333333333333,0.357377049180328,0.331707317073171,0,0,0,0,0,0,0,0,0.516228748068006,0.6192,0.305555555555556,0.0015220700152207,0,0,0,0,0,0.0580847723704867,0,0,0,0.990551181102362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.45253164556962,1,0,0,0,0,0.277955271565495,0.0476973684210526,0,0,0.0634146341463415,0.0619902120717781,0.0630769230769231,0.444794952681388,0.0208667736757624,0,0.386942675159236,0,0.00158227848101266,0.318611987381703,0,0.104928457869634,0,0.0237341772151899,0,0,0,0.029874213836478,0,0,0,0,0,0,0,0,0,0,0.347967479674797,0,0,0,0.334928229665072,0.0114192495921697,0,0,0,0,0,0,0.447495961227787,0.849056603773585,0,0,0,0,0,0,0,0,0.322327044025157,0,0,0,0,0,0.100313479623824,0,0,0,0,0,0,0,0,0,0,0.434571890145396,0,0.32396694214876,0.93026941362916,0.992088607594937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0.26355421686747,0.348837209302326,1,0.7125,0,0.0197568389057751,0,0,0,0,0,0,0.826470588235294,0.991058122205663,0.762345679012346,0.995305164319249,0,0,0,0,0,0.209230769230769,0.291729323308271,0.860429447852761,0.985007496251874,0.21092564491654,0.992447129909366,0.664190193164933,0,0,0,0,0,0.0031055900621118,0,0,0.916795069337442,0.0154320987654321,0.823795180722892,1,0.230194319880419,0.71071953010279,0.810852713178295,0.833836858006042,0.990712074303406,0.990867579908676,0.993911719939117,0.848623853211009,0.830584707646177,0.992424242424242,0.991215226939971,0.996927803379416,0.844175491679274,0.824925816023739,0.835384615384615,0.990825688073395,0.990683229813665,0.990922844175492,0.992481203007519,0.922834645669291,0.827160493827161,0.989028213166144,0.989230769230769,0.990783410138249,0.737003058103975,0.732824427480916,0.737160120845921,0.793846153846154,0.742424242424242,0.83969465648855,0.990825688073395,0.990867579908676,0.989441930618401,0.831804281345566,0.829984544049459,0.659021406727829,0.742283950617284,0.836641221374046,0.990853658536585,0.989409984871407,0.834094368340944,0.990936555891239,0.750392464678179,0.992354740061162,0.989598811292719,0.992492492492492,0.992248062015504,0.749235474006116,0.989164086687306,0.815592203898051,0.989079563182527,0.279456193353474,0.992424242424242,1,0.835130970724191,0.989329268292683,0.309667673716012,0.754545454545455,0,0.269406392694064,0,0.279878971255673,0,0.027231467473525,0,0.992272024729521,0.984496124031008,0.993817619783617,0.993817619783617,0,0,0,0,0,0,0,0,0.755588673621461,0.438837920489297,0.108469539375929,0,0,0,0,0,0,0.181818181818182,0,0,0,0.257966616084977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365853658536585,0,0.839097744360902,0.355828220858896,0,0,0,0,0.930408472012103,0.0154320987654321,0,0,0.215503875968992,0.237160120845921,0.255131964809384,0.849772382397572,0.267281105990783,0,0.788432267884323,0,0.00151975683890578,0.980182926829268,0,0.275494672754947,0,0.161094224924012,0,0,0,0.0987841945288754,0,0,0,0,0,0,0,0,0,0,0.987654320987654,0,0,0,0.992331288343558,0.265210608424337,0,0,0,0,0,0,0.841860465116279,0.220877458396369,0,0,0,0,0,0,0,0,0.992559523809524,0,0.00303490136570561,0,0,0,0.350668647845468,0,0,0,0,0,0,0,0,0,0,0.842748091603053,0,0.982704402515723,0.286363636363636,0.252679938744257,0,0,0,0,0,0,0,0,0,0,0,0,0.0124031007751938,0.00762195121951219,0.0124223602484472,0.00750750750750751,0.0106544901065449,0.013595166163142,0.0139318885448916
"10",0,0,0,0,0,0,0.339712918660287,0.412903225806452,0.7125,1,0.0107858243451464,0.00318979266347687,0,0,0,0,0,0,0.89622641509434,0.700310559006211,0.844155844155844,0.695081967213115,0,0,0,0,0,0.184126984126984,0.377535101404056,0.687702265372168,0.668759811616955,0.431962025316456,0.68312101910828,0.860248447204969,0,0,0,0,0,0.0740740740740741,0,0,0.620745542949757,0,0.867088607594937,0.818627450980392,0.519047619047619,1,0.881578947368421,0.860501567398119,0.684124386252046,0.678288431061807,0.7072,0.870607028753994,0.8704,0.687106918238994,0.670807453416149,0.682182985553772,0.854199683042789,0.886645962732919,0.875202593192869,0.697262479871176,0.673841059602649,0.695178849144635,0.6928,0.744645799011532,0.882926829268293,0.686371100164204,0.690590111642743,0.673633440514469,0.965023847376789,0.955484896661367,0.9568,0.889789303079417,0.950949367088608,0.868932038834951,0.682034976152623,0.670454545454545,0.68,0.89016393442623,0.871175523349436,0.940705128205128,0.957996768982229,0.869354838709677,0.677884615384615,0.705977382875606,0.867528271405493,0.6896,0.957792207792208,0.668308702791461,0.693623639191291,0.674603174603175,0.690163934426229,0.955696202531646,0.687397708674304,0.887658227848101,0.689144736842105,0.512,0.671406003159558,0.638126009693053,0.871753246753247,0.689320388349515,0.232,0.842443729903537,0,0.235294117647059,0,0.190851735015773,0,0.0191082802547771,0,0.677631578947368,0.67524115755627,0.66557911908646,0.695934959349593,0,0,0,0,0,0,0,0,0.894409937888199,0.271860095389507,0.341085271317829,0.0030441400304414,0,0,0,0,0,0.101587301587302,0,0,0,0.342948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434083601286174,0,0.875993640699523,0.410714285714286,0,0,0,0,0.623397435897436,0.00650406504065041,0,0,0.162074554294976,0.16006600660066,0.181114551083591,0.855753646677472,0.0584415584415584,0,0.811111111111111,0,0,0.668269230769231,0,0.230645161290323,0,0.0771704180064309,0,0,0,0.067524115755627,0,0,0,0,0,0,0,0,0,0,0.688524590163934,0,0,0,0.67524115755627,0.0516666666666667,0,0,0,0,0,0,0.873581847649919,0.443381180223285,0,0,0,0,0,0,0,0,0.691823899371069,0,0,0,0,0,0.231378763866878,0,0,0,0,0,0,0,0,0,0,0.855072463768116,0,0.677685950413223,0.5008,0.331210191082803,0,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373,0.00157232704402516,0.00656814449917898,0.00159744408945687,0.00327868852459016,0.00158730158730159,0.0032520325203252
